Identifier,SMILES
NPBS000205,C[C@@H]1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
NPBS000206,O=C1OC2CC[N+]3([O-])CC=C(COC(=O)C(O)(C)C(C)CC1=CC)C23
NPBS000207,O=C(OC)C(=COC)C1CC2N(CCC32C(=O)NC=4C=CC=C(O)C43)CC1CC
NPBS000208,O=C1C(=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(O)=C(O)C4
NPBS000209,O=C1OC2CCN3CC=C(COC(=O)C(O)(C(=C)CC1=CC)CO)C32
NPBS000210,O=C(OCCN(C)C)C=C1CCC2C(C(O)CC3C(C)(C)C(O)CCC23C)C1C
NPBS000211,OC1CCC2(C)C3C=CC4C5CC(C)(C)CCC5(C)CCC4(C)C3(C)CCC2C1(C)C
NPBS000212,O1C=2C=C3C4=C(C2OC1)C5=CC=CC=C5CC4NCC3
NPBS000213,O=C1C=C(OC)C2(OC=3C(Cl)=C(OC)C=C(OC)C3C2=O)C(C)C1
NPBS000214,O=C([O-])C(CC1=CNC=2C=CC=CC21)[N+](C)(C)C
NPBS000215,O=C1C2=C(O)C=C3OC(C(=C)C)CC3=C2OC4COC5=CC(OC)=C(OC)C=C5C14
NPBS000216,O=C(N1CCC2=CC=3OCOC3C=4C5=CC=CC=C5CC1C24)C
NPBS000217,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(O)C(O)C1O
NPBS000218,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O
NPBS000219,O=C1OC2CC[N+]3([O-])CC=C(COC(=O)C(O)(CO)C(C)CC1=CC)C23
NPBS000220,O=C(O)C(OC(=O)C=CC1=CC=C(O)C(OC2OC(CO)C(O)C(O)C2O)=C1)CC3=CC=C(O)C(O)=C3
NPBS000221,O=C1NC2CSC(CCCCC(=O)O)C2N1
NPBS000222,O=C(OC(C(=O)OC)CC1=CC=C(O)C(O)=C1)C=CC2=CC=C(O)C(O)=C2
NPBS000223,C[C@H](CCC(=C)[C@H](C)C(=O)O)[C@H]1CC[C@@]2([C@@]1([C@H](CC3=C2CC[C@@H]4[C@@]3(CC[C@H](C4(C)C)O)C)O)C)C
NPBS000224,OC1C2=CC=C(OC)C(OC)=C2CN3CCC4=CC=5OCOC5C=C4C31
NPBS000225,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(O)C1O
NPBS000226,O=C1NC=2C=CC=CC2OC1OC3OC(CO)C(O)C(O)C3O
NPBS000227,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O
NPBS000228,O=C1C2=C(O)C=C3OC=CC3=C2OC4COC5=CC(OC)=C(OC)C=C5C14
NPBS000229,O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
NPBS000230,O=C(O)C12CCC(C(=O)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1
NPBS000231,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21
NPBS000232,O=C(OC1=CC(O)=C(C(=O)OCC(O)C(O)CO)C(=C1)C)C=2C(O)=CC(O)=CC2C
NPBS000233,O=C1OCC23C(OC(C)(C)C3CC(=O)C4(C)C2CCC5(C)C(OC(=O)C6OC645)C7=COC=C7)C1
NPBS000234,OC1=CC=C(C=C1)CC2NCCC3=CC(O)=C(OC)C=C32
NPBS000235,OC1=C(OC)C=C2C3=C1OC4=CC=C(C=C4)CC5C6=C(OC7=CC=C(C=C7)CC3N(C)CC2)C(O)=C(OC)C=C6CCN5C
NPBS000236,OC(C=1C=CC=CC1)C(N(C)C)C
NPBS000237,O=C(O)C(C(=C)CCC(C)C1CCC2(C3=C(CC(O)C12C)C4(C)CCC(O)C(C)(C)C4CC3)C)C
NPBS000238,OC=1C=C2C(=CC1OC)C34C(C=CC(OC)C3)=CCN4CC2
NPBS000239,O=C(O)C1OC(OC2CC(C)CCC2C(C)C)C(O)C(O)C1O
NPBS000240,OC1C(=C)C2CC3C4N5CC6(C)CCCC47C(C2O)C13CC5C67
NPBS000241,CCCCCCCCCCCCCCC(O)C(O)C(N)CO
NPBS000242,O=CC1(C)CCCC2(C)C3C(C=C(CC3)C(C)C)=CCC12
NPBS000243,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(O)=C(OC)C(O)=C14)C=5C=CC(O)=C(O)C5
NPBS000244,OC=1C=C(O)C=C(C=CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C1
NPBS000245,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1
NPBS000246,OC(=C)C1CCCN1(C)C
NPBS000247,O=C(O)C1(C)CCCC2(C)C3C(C=C(CC3)C(C)C)=CCC12
NPBS000248,OCC(C)C1CCC(C)CC1
NPBS000249,O=C1OC2C(C(=C)C)C(C=C)(C)CC(O)C2C1C
NPBS000250,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(O)C3O)=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6
NPBS000251,O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=C(O)C(O)=C(OC4OC(CO)C(O)C(O)C4O)C3
NPBS000252,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC5OC(C)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6
NPBS000253,Cc1cc(O)cc(O)c1C(=O)OC[C@H](O)[C@H](O)CO
NPBS000254,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(O)C3O)=C(OC4=CC(OC5OC(C)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6
NPBS000255,OC=1C=C(O)C=2C=C(O)C(=[O+]C2C1)C=3C=C(O)C(O)=C(O)C3
NPBS000256,OC=1C=C2C(=CC1OC)CN3CCC4=CC(O)C(O)C2C43
NPBS000257,OC=1C=C2C(=CC1OC)C34C(C=CC(O)C3)=CCN4CC2
NPBS000258,OC1C=C2CCN3CC4=CC=5OCOC5C=C4C(C1O)C23
NPBS000259,O=C1CC23CC(=C)C4C(=O)C3C5N(C)CC6(C)C(O)C(O)CC5(C16)C2C4
NPBS000260,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C(O)=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4
NPBS000261,OC1CCC2(C)C(CCC3C2CCC4(C)C3CC5OC6(NCC(C)CC6)C(C)C54)C1
NPBS000262,O=C1C(OC)=C(OC2=C(OC)C(OC)=C(OC)C=C12)C=3C=CC(OC)=CC3
NPBS000263,OC1CC2(C)CN3C4CC56CC(=C)C7C(O)C6C3C(C1)(C5C7O)C42
NPBS000264,O=C(OC1CC2(C)CN3C4CC56CC(=C)C7C(OC(=O)C)C6C(C1)(C3C5(O)C7OC(=O)C)C42)C
NPBS000265,O=C1C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2OC(C5=CC=C(OC)C(O)=C5)C1
NPBS000266,O=C1C(O)=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(O)=CC4
NPBS000267,C[C@H]1[C@@H]2C(=O)[C@H]([C@]3([C@H]([C@]2(C=CC1=O)C)CC[C@@]\4([C@@]3(C[C@@H](/C4=C(/CC=C(C)C)\C(=O)O)OC(=O)C)C)C)C)OC(=O)C
NPBS000268,C1(=C(C)C(C)(C)CC1)C
NPBS000269,O=C1CC2C(CCC3CC(O)CCC32C)C4CC5OC6(OCC(C)CC6)C(C)C5C14C
NPBS000270,O=C(OC)C1C(O)CCC2CN3CCC=4C=5C=CC=CC5NC4C3CC12
NPBS000271,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C(=O)O)C(C)(C)CCC1
NPBS000272,O=C1OC=2C=3C=CC(OC3C(=C(OC)C2C(O)=C1C=4C=CC(O)=CC4)CC=C(C)C)(C)C
NPBS000273,O=N1=C2C=CC=C(O)C2=N(=O)C=3C=CC=C(O)C31
NPBS000274,O=C1C2=CC=C(O)C(OC)=C2OC(C3=CC=C(O)C(O)=C3)C1
NPBS000275,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1
NPBS000276,OC1CC2CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1O
NPBS000277,O=C1CC2C(CCC3CC(O)C(O)CC32C)C4CC5OC6(OCC(C)CC6)C(C)C5C14C
NPBS000278,O=C1C=C2C(=CCOC2O)O1
NPBS000279,OC1CCC2(C)C(CCC3C2CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C1
NPBS000280,O=C(O)C(=CC=CC(=CC=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C)C)C)C
NPBS000281,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1
NPBS000282,O1C=2C=C3C(=CC2OC1)C45C(C=CC(OC)C4)=CCN5CC3
NPBS000283,OC=1C=C2C(=CC1OC)CC3C4=CC(OC)=C(OC)C=C4CC2N3C
NPBS000284,O=C(O)C1(C)C2CC3C(C2)C31C
NPBS000285,O=C(OC1OCC(O)C(O)C1OC2OC(C)C(OC3OCC(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)C56CCC(C)(C)CC6C7=CCC8C9(C)CCC(OC%10OC(CO)C(O)C(O)C%10O)C(C)(C)C9CCC8(C)C7(C)CC5O
NPBS000286,O1C(=CC2C1(C)CCCC2(C)C)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC3=C(C)CCCC3(C)C)C)C)C)C
NPBS000287,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OCC(O)C(O)C7OC8OC(CO)C(OC9OC(C)C(OC%10OCC(O)C(O)C%10O)C(O)C9O)C(O)C8O)C(O)CC54C)C2(C)C)C(O)C(O)C1O
NPBS000288,OCC12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1
NPBS000289,O=C1OC2CCN3CC=C(COC(=O)C(O)(C)C(O)(C)C1C(O)(C)C)C32
NPBS000290,OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C)C2OC3(C(=C2)C(C)(C)CC(O)C3)C)C)C)C)C(C)(C)C1)C
NPBS000291,OC1C=C2CCN3CCC4=CC=5OCOC5C=C4C23CC1OC
NPBS000292,C(C(=O)O)[C@@](CO)(C(=O)O)O
NPBS000293,O=C1OC=2C(O)=C3C(=C(C2C1C)C)C(C)CCC3
NPBS000294,O=C1OC2=CC=3OC=CC3C=C2C=4OC=5C=C6OCOC6=CC5C14
NPBS000295,O=C(O)C1=CC(=O)C=C(O)C(O)=C1
NPBS000296,O=C1OCC(=C1)C2CCC3(O)C4CCC5(O)CC(OC6OC(C)C(O)C(OC)C6)CCC5(C)C4CCC23C
NPBS000297,O1C2(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC3=C(C)CCCC3(C)C)C)C)C)C)C1(C)CCCC2(C)C
NPBS000298,O=C1N2CC3CC(CN4CCC(O)CC43)C2CCC1
NPBS000299,O=C1OCC(=C1)C2CCC3(O)C4CCC5(O)CC(OC6OC(C)C(OC7OC(CO)C(O)C(O)C7O)C(OC)C6)CCC5(C)C4CCC23C
NPBS000300,CC(O)C(C)O
NPBS000301,O=C1OCC2=C(C1)C34C(C=CC(OC)C3)=CCN4CC2
NPBS000302,N=C(N)NC1C(O)C(O)C(OC2OC(C)C(O)(CO)C2OC3OC(CO)C(O)C(O)C3NC)C(NC(=N)N)C1O
NPBS000303,O=C1OC2C3=C(C)C(O)CC(=O)C3(C)CCC2C1C
NPBS000304,O=C(C=CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1)C3=CC=C(O)C=C3O
NPBS000305,O=C(OC1C(=C2C3OC(=O)C(C)C3CCC2(C(=O)C1)C)C)C
NPBS000306,O=C(OC1CC2(C)CN(C)C3C4C(=O)C5C(=C)CC64C(=O)C(=O)C2C3(C1)C6(O)C5)C
NPBS000307,O=C(O)C1=CCCNC1
NPBS000308,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O
NPBS000309,O=C1CC2CC(C)CC(O)C32CC4CN(C)CCC4C13
NPBS000310,O=C1OC2C3=C(C)CCC(=O)C3(C)CC(O)C2C1C
NPBS000311,O=C1OCC2=C1C=3OC(C=CC3C(OC)=C2C)(C)CCC(=O)O
NPBS000312,O=C(OC)C1=COC(C)C2CN3C=CC=4C(N=C5C=CC=CC54)=C3CC12
NPBS000313,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1
NPBS000314,O=CC1=C(O)C(=NC=C1COP(=O)(O)O)C
NPBS000315,O=C1OCC2CC3=C(O)C=4OCOC4C=C3C(C5=CC(OC)=C(O)C(OC)=C5)C12
NPBS000316,COc1cc(O)c2c(c1O)C(=O)C(CC(C)=O)=C(C)C2=O
NPBS000317,O=C(O)C1=CC(Cl)=C(C(Cl)=C1OC=2C(OC)=CC(O)=CC2C(=O)OC)C
NPBS000318,O=C1N2C3=CC(OC)=C(OC)C=C3C45CCN6CC7=CCOC(C1)C(C7CC64)C25
NPBS000319,O=C1C(O)C(O)C(O)CC1C
NPBS000320,O=CC1(O)C(OC(OC2C(O)C(O)C(NC(=N)N)C(O)C2NC(=N)N)C1OC3OC(CO)C(O)C(O)C3NC)C
NPBS000321,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CC6C(O)CC7C(CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C6(C)CC5O)OC4CO)C(O)C(O)C1O
NPBS000322,OC1CC2=C(CC(C(=C)C)CC2)C(C)C1O
NPBS000323,O=C1C(O)=C(OC=2C(OC3OC(CO)C(O)C(O)C3O)=C(O)C=C(O)C12)C=4C=CC(O)=C(O)C4
NPBS000324,O=C1C=C(OC2=CC(OC)=CC(OC3OC(CO)C(O)C(O)C3O)=C12)C=4C=CC(O)=CC4
NPBS000325,OC1CCC2(C)C(CCC3C2CCC4(C)C3CC5N6CC(C)CCC6C(C)C54)C1
NPBS000326,O=C(O)C(N)CSCSCC(N)C(=O)O
NPBS000327,OCC1OC(OCC2OC(OC3CCC4(C)C(CCC5C4CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C3)C(OC9OC(CO)C(O)C(O)C9O)C(O)C2OC%10OC(C)C(O)C(O)C%10O)C(O)C(O)C1O
NPBS000328,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2OC(=O)C3=CC=C(O)C=C3)C4C1CCC4(O)C
NPBS000329,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)CC(C)(O)OC3
NPBS000330,O=C(OCC1=CC(O)C(O)C(O)C1O)C
NPBS000331,O=C(OCC12CN(CC)C3C4(O)C(OC)C1C3(C(OC)CC2)C5CC6C(OC)CC4(O)C5C6OC)C=7C=CC=CC7NC(=O)C
NPBS000332,O=C1C2C3=CCCN4CCCC(C(O)C2)C34CC1C
NPBS000333,OC1CCC2(C)C(CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C)CCC43C)C1(C)C
NPBS000334,O=C1N2C=3C=CC=CC3C45CCN6CC7=CCOC(C1)C(C7CC64)C25
NPBS000335,O=C1C=C2CCC3C(CCC4(C)C(O)CCC34)C2(C)CC1
NPBS000336,O=C(OCC12CN(CC)C3C4(O)C(OC)C1C3(C(OC)CC2)C5CC6C(OC)CC4(O)C5C6OC(=O)C)C=7C=CC=CC7NC(=O)C
NPBS000337,O=C1C=C(CO)C(O)C(O)C1O
NPBS000338,OC1CCC2(COC)CN(CC)C3C4(O)C(O)C2C13C5CC6C(OC)CC4(OC)C5C6OC
NPBS000339,O=C(OC)CC(O)(C(=O)O)C(C(=O)O)CCCCCCCCCCCCCC
NPBS000340,O=C1C=C(OC=2C1=C(O)C=C(O)C2C3OC(CO)C(O)C(O)C3O)C=4C=CC(O)=C(OC)C4
NPBS000341,C[C@H]1C[C@@H](C(=O)[C@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C
NPBS000342,O=C1OC(C2=C(O)C(O)=C3OC(C)(C)CCC3=C2C1)C
NPBS000343,O=C(OC1CC=2C(O)=CC(O)=CC2OC1C3=CC(O)=C(O)C(O)=C3)C4=CC(O)=C(O)C(O)=C4
NPBS000344,O=C(OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(OC(=O)C5OC534)C6=COC=C6)C12C)C
NPBS000345,O=C(OCC1CCN2CCCC21)C(O)(C(O)C)C(C)C
NPBS000346,O=C1OC2=CC(OC)=C(C(O)=C2C=3OC=4C=C(O)C=CC4C13)CC=C(C)C
NPBS000347,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
NPBS000348,O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(O)CCC5(C)C4C(O)CC23C
NPBS000349,CCCCCc1cc(O)c(OC(=O)c2c(O)cc(OC)cc2CCC)c(O)c1C(=O)O
NPBS000350,O=C(OC1CC[N+]2([O-])CC=C(COC(=O)C(O)(C(O)C)C(O)(C)C)C12)C(=CC)C
NPBS000351,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O
NPBS000352,O=C(OP(=O)(O)O)C
NPBS000353,O=C(N1C=2C(OC)=CC=CC2C34CCN5CCCC(CC)(CCC13)C54)C
NPBS000354,O=C1C(O)=CC=CC=2C=C(O)C(O)=C(O)C12
NPBS000355,COc1cc(C)c(C(=O)Oc2c(C)c(C(=O)O)c(O)c(C=O)c2O)c(O)c1C(=O)O
NPBS000356,O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2
NPBS000357,O=C(O)CC(OC(=O)C)C1(C)C(CC(=O)C2(C)C1CCC3(C)C(OC(=O)C4OC423)C5=COC=C5)C(O)(C)C
NPBS000358,O=C(OC1CCN2CC=C(COC(=O)C(O)(C(O)C)C(O)(C)C)C21)C(=CC)C
NPBS000359,O=CNC1=CC=CC(C(=O)NC2C(=O)OC(C)C(OC(=O)C(C)CC)C(C(=O)OC2C)CCCC)=C1O
NPBS000360,O=C(N1C=2C=CC=CC2C34CCN5CC6=CCOC(O)C(C6CC53)C14)C
NPBS000361,O=C1C(NC(=O)CC)=C2SSC=C2N1C
NPBS000362,O=C(O)C(=O)CC1=NC=2N=C(N)NC(=O)C2NC1=O
NPBS000363,O=C(C1=C(O)C(=C(O)C(O)(C1=O)CC=C(C)C)CC=C(C)C)CC(C)C
NPBS000364,O=C1C=CC=C2N1CC3CNCC2C3
NPBS000365,O=C1C(OC)=C(OC2=C3OCOC3=CC(O)=C12)C=4C=CC(O)=C(O)C4
NPBS000366,O=C(O)C1=CC(O)=C2C(=O)C=3C(OC4OC(CO)C(O)C(O)C4O)=CC=CC3C(C2=C1)C5C=6C=CC=C(OC7OC(CO)C(O)C(O)C7O)C6C(=O)C8=C(O)C=C(C=C85)C(=O)O
NPBS000367,O=C(O)C1=NC=CC=C1C(=O)O
NPBS000368,O=C(C)CC1N(C)CCC1
NPBS000369,OC1CCC2(C)C(CCC3(C)C2CC=C4C5C(C)C(C)CCC5(C)CCC43C)C1(C)C
NPBS000370,OC1CCC2(C)C3C(=CCC2C1(C)C)C4(C)CCC5(C)CCC(C)C(C)C5C4(C)CC3
NPBS000371,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C13)C=5C=CC(OC6OC(CO)C(O)C(O)C6O)=C(O)C5
NPBS000372,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CN)O)O)N)O)O)N
NPBS000373,O=C(NC1CC(N)C(O)C(OC2OC(CO)C(OC3OC(CN)C(O)C(O)C3N)C2O)C1OC4OC(CN)C(O)C(O)C4N)C
NPBS000374,OCC1OC(OC2C(O)C(N)CC(N)C2OC3OC(CN)C(O)C(O)C3N)C(O)C1OC4OC(CN)C(O)C(O)C4N
NPBS000375,O=C(NC(CO)C(O)C1=CC=C(C=C1)[N+](=O)[O-])C(Cl)Cl
NPBS000376,C=C1CCC2C(=CCC(C(C)C)C2C1)C
NPBS000377,O=C1C=CC2(C(=C(O)C(=O)C3(C)C2CCC4(C)C(C5=COC=C5)CC6OC634)C1(C)C)C
NPBS000378,O=C(OC)NC1C2=CC(=O)C(OC)=CC=C2C3=C(OC)C(OC)=C(OC)C=C3CC1
NPBS000379,O=C1OC23N4CCCC3(C=CC5N(C6=C(OC)C(OC)=C(C=C6C52CC4)C78C(=O)C9(N(C(=O)CC9)C=%10C(O)=CC=CC%107)N(C)CC8)C)C1
NPBS000380,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC)=CC(O)=C14)C=5C=CC(OC)=C(O)C5
NPBS000381,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O
NPBS000382,O=C1C=2C(O)=CC(OC)=CC2OC(C=3C=CC=CC3)C1O
NPBS000383,O=C1OC(C2=COC=C2)CC3(C)C1CCC4(C)C3C5OC(=O)C4(O)C=C5
NPBS000384,O=C1C=C2C(=CC=C1OC)C3=C(OC)C(OC)=C(O)C=C3CCC2NC(=O)C
NPBS000385,OCC1OC(N2C=NC=3C(=NC=NC32)N)C(O)C1
NPBS000386,O=C(OC1C(O)C(NC(=O)CC(N)CCCNC(=O)CC(N)CCCNC(=O)CC(N)CCCNC(=O)CC(N)CCCNC(=O)CC(N)CCCN)C(OC1CO)NC2=NC3C(=O)NCC(O)C3N2)N
NPBS000387,O=C(O)C(CCC(=C)C(C)C)C1CCC2(C3=C(CCC12C)C4(C)CCC(O)C(C)(C)C4CC3)C
NPBS000388,C=C(CC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C
NPBS000389,O=C1C=C(OC2=C3C(O)=CC(O)=CC3=CC(=C12)C)C
NPBS000390,CC(=O)OCC(C)C
NPBS000391,O=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(O)CC1(C)C)C)C)C)C)C2(C)CC(O)CC2(C)C
NPBS000392,C1=C2CC(N(C)C)CCC2(C)C3CCC45CN(C)C(C)C5CCC4C3C1
NPBS000393,O=C1C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)=CC4=CC=C(O)C(O)=C4
NPBS000394,O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(O)C(OC)C6O)CCC5(C)C4CCC23C
NPBS000395,O=C(O)C1(C)CCCC2(C)C1CCC34CC5C(CC32)C5(C)C4
NPBS000396,O=C(C=CC1=CC=C(O)C(O)=C1)C=2C=C(O)C(OC3OC(CO)C(O)C(O)C3O)=CC2O
NPBS000397,O=C1C=C2C(=CC=C1OC)C3=C(OC)C(O)=C(OC)C=C3CCC2NC(=O)C
NPBS000398,O=C1OC2C(=O)C(=CCN(C)CC2)COC(=O)C(O)(C)C(C)CC1=CC
NPBS000399,O=C(NC=1C=C(C(=O)NCCC(=N)N)N(C1)C)C2=CC(=CN2C)NC(=O)CN=C(N)N
NPBS000400,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(NCC(C)CC%10)C(C)C98)C5)OC4CO)C(O)C(O)C1O
NPBS000401,O=C(OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(O)C)C5(O)CC42OC13O)C(=CC)C
NPBS000402,O=C1OCC2(OC34C(O)C2C(OC(=O)C)C(OC(=O)C)C4(COC(=O)C)C(OC(=O)C)C(OC(=O)C=5C=CC=CC5)C(OC(=O)C(C)CCC6=NC=CC=C16)C3(O)C)C
NPBS000403,OC1CCC2(C)C(CCC3(C)C2CCC4C5=CC(C)(C)CCC5(C)CCC43C)C1(C)C
NPBS000404,CCC/C=C/C=C/[C@@H]1C[C@H]([C@H](C(=O)[C@H]1C=O)O)O
NPBS000405,OC(C)(CCC=C(C)C)C1CC=C(C)CC1
NPBS000406,O=CC1C(=O)C(O)C(O)CC1C=CC=CCCC
NPBS000407,OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(C)C(C)C)C4(C)CCC32)C1
NPBS000408,O=C(C=CC=1C=CC=CC1)C=2C(=O)C(OC)=C(OC)C(=O)C2O
NPBS000409,O=C1C=C2CCC3C(C(=O)CC4(C)C3CCC4(O)C(=O)CO)C2(C)CC1
NPBS000410,O=C1OC(C)CC(O)=C1C(=O)CCC(=C)CC=CC(O)(C(=O)O)C(O)C(C)CC
NPBS000411,O=C(NC=1C(=O)N(C2=CSSC12)C)C
NPBS000412,O=C(O)C=CC=CC=CC=CC(=O)OC1CCC2(OC2)C(C1OC)C3(OC3CC=C(C)C)C
NPBS000413,O=C1OCC2(OC34C(OC(=O)C)C2C(OC(=O)C)C(OC(=O)C)C4(COC(=O)C)C(OC(=O)C)C(OC(=O)C=5C=CC=CC5)C(OC(=O)C(C)CCC6=NC=CC=C16)C3(O)C)C
NPBS000414,CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
NPBS000415,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C=C2OC(C=5C=CC=CC5)C1
NPBS000416,OCC1OC(OCC2OC(OC3(OC(CO)C(O)C3O)CO)C(O)C(O)C2O)C(O)C(O)C1O
NPBS000417,O=C1OC2C3OC(=O)C45OC5CC(O)(C1C2C(O)(C)C)C34C
NPBS000418,O=C(O)CC[N+](=O)[O-]
NPBS000419,O=C(O)C1=CC(=O)NC(=O)N1C2OC(CO)C(O)C2O
NPBS000420,C(=C(C)C)CCC(C1=CCC(=CC1)C)C
NPBS000421,CN[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1O[C@H]2[C@@H](O[C@H]([C@@]2(C=O)O)CO)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H]([C@H]3O)O)N=C(N)N)O)N=C(N)N)CO)O)O
